Params	Time Savings	BD-BR Inc	RDCCOst
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=2_RefFrames=3_SearchRange=32_TestRect=0.1	0.68	0.048	0.07
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=1_RefFrames=3_SearchRange=32_TestRect=0.1	0.73	0.062	0.08
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=1_RefFrames=3_SearchRange=8_TestRect=0.1	0.73	0.064	0.09
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=1_RefFrames=3_SearchRange=8_TestRect=0	0.76	0.068	0.09
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=1_RefFrames=3_SearchRange=32_TestRect=0	0.76	0.070	0.09
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=1_RefFrames=3_SearchRange=32_TestRect=0	0.75	0.068	0.09
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=2_RefFrames=3_SearchRange=32_TestRect=0	0.70	0.050	0.07
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=2_RefFrames=3_SearchRange=8_TestRect=0	0.71	0.052	0.07
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=2_RefFrames=3_SearchRange=8_TestRect=0	0.71	0.054	0.08
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=2_RefFrames=3_SearchRange=32_TestRect=0	0.71	0.052	0.07
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0	0.75	0.087	0.12
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0	0.75	0.088	0.12
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.9	0.52	0.060	0.11
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.9	0.52	0.064	0.12
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.8	0.54	0.065	0.12
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.8	0.54	0.062	0.12
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.8	0.55	0.065	0.12
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.9	0.53	0.062	0.12
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.9	0.54	0.065	0.12
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.8	0.55	0.065	0.12
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.7	0.57	0.069	0.12
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.7	0.57	0.066	0.12
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.7	0.55	0.065	0.12
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.7	0.56	0.066	0.12
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.6	0.59	0.070	0.12
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.6	0.59	0.069	0.12
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.6	0.60	0.068	0.11
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.6	0.61	0.070	0.12
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.5	0.62	0.071	0.11
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.5	0.62	0.070	0.11
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.5	0.61	0.071	0.12
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.5	0.61	0.071	0.12
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.5	0.66	0.086	0.13
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.5	0.65	0.083	0.13
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.9	0.56	0.064	0.11
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.9	0.57	0.067	0.12
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.8	0.59	0.070	0.12
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.8	0.58	0.068	0.12
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.8	0.59	0.069	0.12
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.9	0.58	0.067	0.12
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.9	0.58	0.068	0.12
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.8	0.60	0.071	0.12
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.7	0.62	0.072	0.12
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.7	0.61	0.071	0.12
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.7	0.60	0.072	0.12
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.7	0.60	0.072	0.12
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.6	0.64	0.078	0.12
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.6	0.63	0.081	0.13
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.6	0.64	0.080	0.12
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.6	0.65	0.080	0.12
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.5	0.67	0.087	0.13
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.5	0.66	0.084	0.13
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.4	0.70	0.090	0.13
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.4	0.69	0.090	0.13
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.4	0.65	0.073	0.11
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.4	0.65	0.076	0.12
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.4	0.66	0.075	0.11
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.4	0.66	0.074	0.11
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.3	0.67	0.076	0.11
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.3	0.66	0.075	0.11
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.3	0.67	0.076	0.11
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.3	0.67	0.076	0.11
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.3	0.72	0.089	0.12
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.3	0.71	0.086	0.12
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.3	0.70	0.087	0.12
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.3	0.71	0.088	0.12
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.4	0.69	0.091	0.13
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.4	0.70	0.091	0.13
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.2	0.75	0.100	0.13
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.2	0.75	0.098	0.13
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.2	0.74	0.097	0.13
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.2	0.70	0.079	0.11
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.2	0.70	0.082	0.12
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.2	0.71	0.082	0.12
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.2	0.71	0.079	0.11
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.1	0.73	0.082	0.11
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.1	0.72	0.081	0.11
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.1	0.72	0.082	0.11
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.1	0.73	0.083	0.11
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.1	0.77	0.101	0.13
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.1	0.77	0.102	0.13
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.1	0.76	0.102	0.13
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.1	0.76	0.100	0.13
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.2	0.74	0.098	0.13
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0	0.79	0.109	0.14
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0	0.79	0.109	0.14
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0	0.79	0.109	0.14
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0	0.79	0.110	0.14
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0	0.76	0.090	0.12
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0	0.75	0.089	0.12
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0	0.75	0.120	0.16
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.9	0.54	0.098	0.18
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.8	0.56	0.099	0.18
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.8	0.57	0.136	0.24
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.9	0.55	0.135	0.24
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.7	0.59	0.141	0.24
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.7	0.58	0.101	0.18
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.6	0.61	0.102	0.17
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.6	0.62	0.141	0.23
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.5	0.63	0.144	0.23
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.5	0.63	0.104	0.17
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.5	0.67	0.122	0.18
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.9	0.59	0.104	0.18
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.8	0.60	0.107	0.18
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.8	0.62	0.137	0.22
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.9	0.60	0.134	0.22
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.7	0.63	0.141	0.22
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.7	0.62	0.109	0.18
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.6	0.65	0.112	0.17
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.6	0.66	0.150	0.23
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.5	0.68	0.153	0.23
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.4	0.71	0.160	0.22
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.4	0.70	0.124	0.18
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.4	0.66	0.107	0.16
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.4	0.67	0.143	0.21
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.3	0.68	0.143	0.21
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.3	0.68	0.109	0.16
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.3	0.72	0.122	0.17
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.3	0.72	0.155	0.21
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.2	0.76	0.174	0.23
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.2	0.75	0.135	0.18
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.2	0.71	0.114	0.16
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.2	0.72	0.152	0.21
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.1	0.73	0.152	0.21
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.1	0.73	0.117	0.16
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.1	0.77	0.136	0.18
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.1	0.77	0.174	0.22
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0	0.80	0.180	0.23
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0	0.79	0.142	0.18
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0	0.84	0.188	0.22
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0	0.83	0.148	0.18
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.9	0.69	0.102	0.15
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.9	0.64	0.092	0.14
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.9	0.65	0.098	0.15
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.8	0.66	0.099	0.15
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.8	0.65	0.095	0.15
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.8	0.67	0.099	0.15
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.9	0.65	0.096	0.15
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.9	0.66	0.099	0.15
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.8	0.67	0.102	0.15
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.7	0.68	0.103	0.15
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.7	0.68	0.101	0.15
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.7	0.67	0.099	0.15
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.7	0.67	0.102	0.15
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.6	0.69	0.121	0.17
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.6	0.69	0.111	0.16
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.6	0.70	0.111	0.16
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.6	0.70	0.113	0.16
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.5	0.71	0.115	0.16
AMP=0_BipredSearchRange=0_FME=1_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.5	0.71	0.112	0.16
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.5	0.70	0.113	0.16
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.5	0.70	0.122	0.17
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.5	0.75	0.130	0.17
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.5	0.74	0.129	0.17
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.8	0.70	0.104	0.15
AMP=0_BipredSearchRange=2_FME=1_HadamardME=0_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.8	0.70	0.108	0.15
